Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,40.97249984741211,42.01750183105469,40.93000030517578,41.68000030517578,39.12356948852539,178803200
2017-10-31,41.974998474121094,42.412498474121094,41.73500061035156,42.2599983215332,39.6679801940918,144187200
2017-11-01,42.467498779296875,42.48500061035156,41.40250015258789,41.72249984741211,39.16345977783203,134551200
2017-11-02,41.650001525878906,42.125,41.31999969482422,42.02750015258789,39.44975280761719,165573600
2017-11-03,43.5,43.564998626708984,42.779998779296875,43.125,40.47993469238281,237594400
2017-11-06,43.092498779296875,43.747501373291016,42.93000030517578,43.5625,40.890602111816406,140105200
2017-11-07,43.477500915527344,43.8125,43.400001525878906,43.70249938964844,41.022010803222656,97446000
2017-11-08,43.665000915527344,44.060001373291016,43.58250045776367,44.060001373291016,41.35759353637695,97638000
2017-11-09,43.77750015258789,44.025001525878906,43.28499984741211,43.970001220703125,41.27311706542969,117930400
2017-11-10,43.77750015258789,43.845001220703125,43.567501068115234,43.66749954223633,41.13650894165039,100582000
2017-11-13,43.375,43.625,43.349998474121094,43.49250030517578,40.97165298461914,67928400
2017-11-14,43.2599983215332,43.369998931884766,42.79499816894531,42.834999084472656,40.35226821899414,99130000
2017-11-15,42.49250030517578,42.58000183105469,42.095001220703125,42.27000045776367,39.82000732421875,116632400
2017-11-16,42.79499816894531,42.967498779296875,42.57500076293945,42.775001525878906,40.295745849609375,94550000
2017-11-17,42.7599983215332,42.84749984741211,42.40999984741211,42.537498474121094,40.07199478149414,87598000
2017-11-20,42.5724983215332,42.63999938964844,42.38999938964844,42.494998931884766,40.03196334838867,65049600
2017-11-21,42.69499969482422,43.42499923706055,42.69499969482422,43.28499984741211,40.77617263793945,100525200
2017-11-22,43.34000015258789,43.75,43.26250076293945,43.7400016784668,41.204803466796875,102355600
2017-11-24,43.775001525878906,43.875,43.662498474121094,43.74250030517578,41.20716857910156,56106800
2017-11-27,43.76250076293945,43.77000045776367,43.334999084472656,43.522499084472656,40.999908447265625,82867200
2017-11-28,43.57500076293945,43.717498779296875,42.96500015258789,43.26750183105469,40.75969314575195,105715200
2017-11-29,43.157501220703125,43.22999954223633,41.790000915527344,42.369998931884766,39.914215087890625,166665600
2017-11-30,42.60749816894531,43.03499984741211,42.11000061035156,42.962501525878906,40.47237777709961,166108800
2017-12-01,42.48749923706055,42.91749954223633,42.125,42.76250076293945,40.28395462036133,159037200
2017-12-04,43.119998931884766,43.154998779296875,42.407501220703125,42.45000076293945,39.989585876464844,130169600
2017-12-05,42.26499938964844,42.880001068115234,42.099998474121094,42.40999984741211,39.95188903808594,109400800
2017-12-06,41.875,42.54999923706055,41.6150016784668,42.252498626708984,39.803524017333984,114240000
2017-12-07,42.25749969482422,42.61000061035156,42.227500915527344,42.33000183105469,39.87653732299805,102693200
2017-12-08,42.622501373291016,42.75,42.20500183105469,42.342498779296875,39.88829803466797,93420800
2017-12-11,42.29999923706055,43.22249984741211,42.1974983215332,43.16749954223633,40.66548156738281,141095200
2017-12-12,43.037498474121094,43.09749984741211,42.8650016784668,42.92499923706055,40.437049865722656,77636800
