Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,5.046500205993652,5.152249813079834,5.0304999351501465,5.0960001945495605,5.0377655029296875,504056000
2017-10-31,5.1282501220703125,5.197249889373779,5.122499942779541,5.170249938964844,5.111166477203369,411908000
2017-11-01,5.233749866485596,5.2492499351501465,5.114999771118164,5.179999828338623,5.120805263519287,502576000
2017-11-02,5.150000095367432,5.195250034332275,5.091249942779541,5.148499965667725,5.089664459228516,342308000
2017-11-03,5.179999828338623,5.217249870300293,5.133500099182129,5.217249870300293,5.157630920410156,353640000
2017-11-06,5.179999828338623,5.249499797821045,5.167500019073486,5.240749835968018,5.180860996246338,389944000
2017-11-07,5.263750076293945,5.322500228881836,5.251500129699707,5.300749778747559,5.240174293518066,427700000
2017-11-08,5.296249866485596,5.300000190734863,5.181000232696533,5.229000091552734,5.169246196746826,522988000
2017-11-09,5.131750106811523,5.158249855041504,5.009250164031982,5.132999897003174,5.074342250823975,978564000
2017-11-10,5.327000141143799,5.466750144958496,5.290750026702881,5.403500080108643,5.3417510986328125,1253256000
2017-11-13,5.403500080108643,5.4292497634887695,5.300250053405762,5.3157501220703125,5.255003452301025,582376000
2017-11-14,5.324999809265137,5.369999885559082,5.280749797821045,5.354499816894531,5.29331111907959,529292000
2017-11-15,5.298749923706055,5.300000190734863,5.195000171661377,5.249499797821045,5.189510345458984,501948000
2017-11-16,5.32450008392334,5.355000019073486,5.28125,5.290249824523926,5.229794979095459,441768000
2017-11-17,5.3480000495910645,5.383749961853027,5.268750190734863,5.283999919891357,5.223616600036621,515664000
2017-11-20,5.299749851226807,5.364250183105469,5.262499809265137,5.3520002365112305,5.290840148925781,396100000
2017-11-21,5.392250061035156,5.413000106811523,5.360000133514404,5.401249885559082,5.339527606964111,399176000
2017-11-22,5.425000190734863,5.425000190734863,5.340250015258789,5.3732500076293945,5.315537929534912,356640000
2017-11-24,5.389750003814697,5.425000190734863,5.364999771118164,5.423999786376953,5.365741729736328,180752000
2017-11-27,5.432750225067139,5.434000015258789,5.350249767303467,5.353499889373779,5.2959980964660645,422896000
2017-11-28,5.358749866485596,5.368249893188477,5.205999851226807,5.267749786376953,5.211170673370361,512752000
2017-11-29,5.250249862670898,5.252999782562256,4.780749797821045,4.9105000495910645,4.857757091522217,1396788000
2017-11-30,4.980000019073486,5.066999912261963,4.916250228881836,5.017749786376953,4.963854789733887,823768000
2017-12-01,4.982749938964844,5.0032501220703125,4.8117499351501465,4.941999912261963,4.888920783996582,811548000
2017-12-04,5.00124979019165,5.007500171661377,4.612500190734863,4.666500091552734,4.6163787841796875,1240844000
2017-12-05,4.559999942779541,4.817500114440918,4.514500141143799,4.69350004196167,4.643089294433594,981488000
2017-12-06,4.642499923706055,4.753499984741211,4.620999813079834,4.731500148773193,4.680679798126221,467032000
2017-12-07,4.798999786376953,4.840000152587891,4.752999782562256,4.799749851226807,4.748197555541992,542600000
2017-12-08,4.850249767303467,4.869500160217285,4.778749942779541,4.78725004196167,4.735832214355469,466876000
2017-12-11,4.801499843597412,4.869500160217285,4.7855000495910645,4.866499900817871,4.814230442047119,372748000
2017-12-12,4.822500228881836,4.8460001945495605,4.747250080108643,4.770999908447266,4.719755172729492,455016000
2017-12-13,4.8125,4.81374979019165,4.646999835968018,4.6545000076293945,4.604506015777588,554280000
2017-12-14,4.6479997634887695,4.733500003814697,4.614999771118164,4.661749839782715,4.611680507659912,438164000
2017-12-15,4.706250190734863,4.809500217437744,4.640500068664551,4.789000034332275,4.737563133239746,670036000
2017-12-18,4.829999923706055,4.950500011444092,4.800000190734863,4.947500228881836,4.894359588623047,477704000
2017-12-19,4.938000202178955,4.9432501792907715,4.874000072479248,4.902750015258789,4.850090026855469,373100000
2017-12-20,4.942500114440918,4.951749801635742,4.863749980926514,4.920000076293945,4.8671555519104,288820000
2017-12-21,4.923500061035156,4.948750019073486,4.888750076293945,4.897250175476074,4.844649791717529,300904000
2017-12-22,4.860000133514404,4.891250133514404,4.78125,4.881750106811523,4.829316139221191,466276000
2017-12-26,4.82574987411499,4.943749904632568,4.795499801635742,4.935999870300293,4.88298225402832,355080000
2017-12-27,4.922500133514404,4.9992499351501465,4.907750129699707,4.9292497634887695,4.876306056976318,329488000
2017-12-28,4.953249931335449,4.984499931335449,4.928750038146973,4.934999942779541,4.881993293762207,240248000
2017-12-29,4.96150016784668,4.96150016784668,4.837500095367432,4.837500095367432,4.785540580749512,279964000
2018-01-02,4.894499778747559,4.987500190734863,4.862500190734863,4.983749866485596,4.930222511291504,355616000
2018-01-03,5.102499961853027,5.34250020980835,5.09375,5.3117499351501465,5.254697799682617,914704000
2018-01-04,5.394000053405762,5.451250076293945,5.317249774932861,5.339749813079834,5.2823967933654785,583268000
2018-01-05,5.354750156402588,5.422749996185303,5.2769999504089355,5.385000228881836,5.327160358428955,580124000
2018-01-08,5.510000228881836,5.625,5.4644999504089355,5.550000190734863,5.4903883934021,881216000
2018-01-09,5.555500030517578,5.5954999923706055,5.466000080108643,5.548500061035156,5.488903999328613,497000000
2018-01-10,5.454999923706055,5.5954999923706055,5.400000095367432,5.5920000076293945,5.531937599182129,582664000
2018-01-11,5.625,5.656750202178955,5.580249786376953,5.6020002365112305,5.541831016540527,406032000
2018-01-12,5.590000152587891,5.624750137329102,5.5335001945495605,5.57450008392334,5.514626979827881,359916000
2018-01-16,5.601250171661377,5.687749862670898,5.417250156402588,5.502749919891357,5.44364595413208,702348000
2018-01-17,5.517499923706055,5.627999782562256,5.422500133514404,5.618000030517578,5.557658672332764,538408000
2018-01-18,5.598499774932861,5.665999889373779,5.566999912261963,5.611000061035156,5.550732612609863,408632000
2018-01-19,5.702250003814697,5.777249813079834,5.675000190734863,5.752749919891357,5.6909613609313965,609380000
2018-01-22,5.760749816894531,5.843999862670898,5.702499866485596,5.842249870300293,5.779499530792236,550944000
